년,월,국적지역,입국자수
2023,12,모로코,400
2024,1,모로코,293
2024,2,모로코,336
2024,3,모로코,275
2024,4,모로코,512
2024,5,모로코,530
2024,6,모로코,395
2024,7,모로코,404
2024,8,모로코,765
2024,9,모로코,545
2024,10,모로코,560
2024,11,모로코,385
2024,12,모로코,342
2023,1,모리셔스,26
2023,2,모리셔스,25
2023,3,모리셔스,124
2023,4,모리셔스,192
2023,5,모리셔스,227
2023,6,모리셔스,195
2023,7,모리셔스,214
2023,8,모리셔스,140
2023,9,모리셔스,153
2023,10,모리셔스,214
2023,11,모리셔스,127
2023,12,모리셔스,43
2024,1,모리셔스,47
2024,2,모리셔스,44
2024,3,모리셔스,219
2024,4,모리셔스,259
2024,5,모리셔스,192
2024,6,모리셔스,150
2024,7,모리셔스,101
2024,8,모리셔스,136
2024,9,모리셔스,145
2024,10,모리셔스,204
2024,11,모리셔스,103
2024,12,모리셔스,79
2023,1,모리타니,3
2023,2,모리타니,1
2023,3,모리타니,4
2023,4,모리타니,2
2023,5,모리타니,1
2023,6,모리타니,2
2023,7,모리타니,1
2023,8,모리타니,33
2023,9,모리타니,1
2023,10,모리타니,3
2023,11,모리타니,6
2023,12,모리타니,3
2024,1,모리타니,1
2024,2,모리타니,3
2024,3,모리타니,10
2024,4,모리타니,28
2024,5,모리타니,15
2024,6,모리타니,40
2024,7,모리타니,4
2024,8,모리타니,1
2024,9,모리타니,14
2024,10,모리타니,9
2024,11,모리타니,2
2024,12,모리타니,2
2023,1,모잠비크,2
2023,2,모잠비크,8
2023,3,모잠비크,11
2023,4,모잠비크,32
2023,5,모잠비크,43
2023,6,모잠비크,33
2023,7,모잠비크,43
2023,8,모잠비크,9
2023,9,모잠비크,38
2023,10,모잠비크,19
2023,11,모잠비크,8
2023,12,모잠비크,3
2024,1,모잠비크,7
2024,2,모잠비크,18
2024,3,모잠비크,15
2024,4,모잠비크,7
2024,5,모잠비크,28
2024,6,모잠비크,107
2024,7,모잠비크,25
2024,8,모잠비크,49
2024,9,모잠비크,32
2024,10,모잠비크,13
2024,11,모잠비크,23
2024,12,모잠비크,13
2023,1,몰도바,13
2023,2,몰도바,16
2023,3,몰도바,21
2023,4,몰도바,19
2023,5,몰도바,35
2023,6,몰도바,17
2023,7,몰도바,28
2023,8,몰도바,39
2023,9,몰도바,30
2023,10,몰도바,48
2023,11,몰도바,18
2023,12,몰도바,10
2024,1,몰도바,20
2024,2,몰도바,28
2024,3,몰도바,19
2024,4,몰도바,23
2024,5,몰도바,34
2024,6,몰도바,28
2024,7,몰도바,38
2024,8,몰도바,43
2024,9,몰도바,58
2024,10,몰도바,75
2024,11,몰도바,37
2024,12,몰도바,13
2023,1,몰디브,2
2023,2,몰디브,15
2023,3,몰디브,15
2023,4,몰디브,16
2023,5,몰디브,17
2023,6,몰디브,22
2023,7,몰디브,260
2023,8,몰디브,208
2023,9,몰디브,28
2023,10,몰디브,21
2023,11,몰디브,25
2023,12,몰디브,22
2024,1,몰디브,8
2024,2,몰디브,9
2024,3,몰디브,5
2024,4,몰디브,28
2024,5,몰디브,13
2024,6,몰디브,11
2024,7,몰디브,74
2024,8,몰디브,28
2024,9,몰디브,35
2024,10,몰디브,36
2024,11,몰디브,32
2024,12,몰디브,32
2023,1,몰타,18
2023,2,몰타,19
2023,3,몰타,57
2023,4,몰타,72
2023,5,몰타,40
2023,6,몰타,49
2023,7,몰타,110
2023,8,몰타,41
2023,9,몰타,31
2023,10,몰타,52
2023,11,몰타,33
2023,12,몰타,21
2024,1,몰타,25
2024,2,몰타,26
2024,3,몰타,84
2024,4,몰타,162
2024,5,몰타,61
2024,6,몰타,40
2024,7,몰타,91
2024,8,몰타,114
2024,9,몰타,87
2024,10,몰타,95
2024,11,몰타,52
2024,12,몰타,34
2023,1,몽골,13012
2023,2,몽골,10424
2023,3,몽골,12860
2023,4,몽골,10305
2023,5,몽골,10371
2023,6,몽골,13617
2023,7,몽골,11733
2023,8,몽골,12824
2023,9,몽골,12497
2023,10,몽골,10965
2023,11,몽골,11493
2023,12,몽골,11537
2024,1,몽골,13098
2024,2,몽골,10676
2024,3,몽골,11186
2024,4,몽골,9984
2024,5,몽골,11260
2024,6,몽골,13060
2024,7,몽골,13190
2024,8,몽골,14298
2024,9,몽골,15384
2024,10,몽골,13096
2024,11,몽골,12030
2024,12,몽골,12939
2023,1,미국,56230
2023,2,미국,52260
2023,3,미국,95729
2023,4,미국,115286
2023,5,미국,108300
2023,6,미국,130163
2023,7,미국,114075
2023,8,미국,91366
2023,9,미국,103210
2023,10,미국,121993
2023,11,미국,99785
2023,12,미국,83870
2024,1,미국,69680
2024,2,미국,74346
2024,3,미국,127595
2024,4,미국,129035
2024,5,미국,129931
2024,6,미국,159042
2024,7,미국,129211
2024,8,미국,111326
2024,9,미국,117734
2024,10,미국,150156
2024,11,미국,115359
2024,12,미국,102818
2023,1,미얀마,3253
2023,2,미얀마,3305
2023,3,미얀마,5276
2023,4,미얀마,4203
2023,5,미얀마,4490
2023,6,미얀마,4806
2023,7,미얀마,5034
2023,8,미얀마,5571
2023,9,미얀마,5306
2023,10,미얀마,5276
2023,11,미얀마,4833
2023,12,미얀마,5859
2024,1,미얀마,5191
2024,2,미얀마,5588
2024,3,미얀마,5828
2024,4,미얀마,5400
2024,5,미얀마,6502
2024,6,미얀마,6306
2024,7,미얀마,6242
2024,8,미얀마,8092
2024,9,미얀마,7565
2024,10,미얀마,7016
2024,11,미얀마,6595
2024,12,미얀마,6632
2023,1,미이크로네시아,3
2023,2,미이크로네시아,1
2023,3,미이크로네시아,15
2023,4,미이크로네시아,17
2023,5,미이크로네시아,10
2023,6,미이크로네시아,5
2023,7,미이크로네시아,14
2023,8,미이크로네시아,10
2023,9,미이크로네시아,11
2023,10,미이크로네시아,15
2023,11,미이크로네시아,17
2023,12,미이크로네시아,7
2024,1,미이크로네시아,17
2024,2,미이크로네시아,13
2024,3,미이크로네시아,19
2024,4,미이크로네시아,8
2024,5,미이크로네시아,24
2024,6,미이크로네시아,42
2024,7,미이크로네시아,32
2024,8,미이크로네시아,19
2024,9,미이크로네시아,29
2024,10,미이크로네시아,54
2024,11,미이크로네시아,39
2024,12,미이크로네시아,22
2023,1,바누아투,10
2023,2,바누아투,8
2023,3,바누아투,11
2023,4,바누아투,21
2023,5,바누아투,19
2023,6,바누아투,13
2023,7,바누아투,25
2023,8,바누아투,19
2023,9,바누아투,9
2023,10,바누아투,11
2023,11,바누아투,16
2023,12,바누아투,16
2024,1,바누아투,15
2024,2,바누아투,6
2024,3,바누아투,13
2024,4,바누아투,17
2024,5,바누아투,11
2024,6,바누아투,11
2024,7,바누아투,112
2024,8,바누아투,20
2024,9,바누아투,18
2024,10,바누아투,15
2024,11,바누아투,23
2024,12,바누아투,10
2023,1,바레인,29
2023,2,바레인,20
2023,3,바레인,27
2023,4,바레인,57
2023,5,바레인,126
2023,6,바레인,33
2023,7,바레인,90
2023,8,바레인,56
2023,9,바레인,56
2023,10,바레인,88
2023,11,바레인,83
2023,12,바레인,32
2024,1,바레인,40
2024,2,바레인,42
2024,3,바레인,25
2024,4,바레인,115
2024,5,바레인,111
2024,6,바레인,60
2024,7,바레인,69
2024,8,바레인,60
2024,9,바레인,89
2024,10,바레인,204
2024,11,바레인,52
2024,12,바레인,44
2023,1,바베이도스,4
2023,2,바베이도스,7
2023,3,바베이도스,9
2023,4,바베이도스,18
2023,5,바베이도스,21
2023,6,바베이도스,13
2023,7,바베이도스,16
2023,8,바베이도스,15
2023,9,바베이도스,12
2023,10,바베이도스,8
2023,11,바베이도스,13
2023,12,바베이도스,6
2024,2,바베이도스,6
2024,3,바베이도스,12
2024,4,바베이도스,8
2024,5,바베이도스,9
2024,6,바베이도스,13
2024,7,바베이도스,16
2024,8,바베이도스,16
2024,9,바베이도스,19
2024,10,바베이도스,13
2024,11,바베이도스,13
2024,12,바베이도스,12
2023,1,바하마,1
2023,2,바하마,5
2023,3,바하마,10
2023,4,바하마,9
2023,5,바하마,10
2023,6,바하마,6
2023,7,바하마,4
2023,8,바하마,5
2023,9,바하마,17
2023,10,바하마,7
2023,11,바하마,19
2023,12,바하마,5
2024,1,바하마,3
2024,2,바하마,3
2024,3,바하마,6
2024,4,바하마,7
2024,5,바하마,6
2024,6,바하마,7
2024,7,바하마,19
2024,8,바하마,17
2024,9,바하마,25
2024,10,바하마,33
2024,11,바하마,17
2024,12,바하마,14
2023,1,방글라데시,1421
2023,2,방글라데시,1522
2023,3,방글라데시,1872
2023,4,방글라데시,1224
2023,5,방글라데시,1834
2023,6,방글라데시,1204
2023,7,방글라데시,2262
2023,8,방글라데시,2303
2023,9,방글라데시,1665
2023,10,방글라데시,2340
2023,11,방글라데시,1475
2023,12,방글라데시,1843
2024,1,방글라데시,1777
2024,2,방글라데시,2467
2024,3,방글라데시,2125
2024,4,방글라데시,1713
2024,5,방글라데시,2076
2024,6,방글라데시,1519
2024,7,방글라데시,2313
2024,8,방글라데시,3133
2024,9,방글라데시,2693
2024,10,방글라데시,1848
2024,11,방글라데시,1814
2024,12,방글라데시,1802
2023,1,베냉,1
2023,2,베냉,3
2023,3,베냉,4
2023,4,베냉,8
2023,5,베냉,9
2023,6,베냉,6
2023,7,베냉,22
2023,8,베냉,8
2023,9,베냉,11
2023,10,베냉,10
2023,11,베냉,3
2023,12,베냉,10
2024,1,베냉,2
2024,2,베냉,7
2024,3,베냉,7
2024,4,베냉,12
2024,5,베냉,22
2024,6,베냉,11
2024,7,베냉,30
2024,8,베냉,17
2024,9,베냉,21
2024,10,베냉,16
2024,11,베냉,16
2024,12,베냉,4
2023,1,베네수엘라,82
2023,2,베네수엘라,83
2023,3,베네수엘라,100
2023,4,베네수엘라,122
2023,5,베네수엘라,119
2023,6,베네수엘라,99
2023,7,베네수엘라,160
2023,8,베네수엘라,128
2023,9,베네수엘라,148
2023,10,베네수엘라,163
2023,11,베네수엘라,123
2023,12,베네수엘라,90
2024,1,베네수엘라,102
2024,2,베네수엘라,112
2024,3,베네수엘라,203
2024,4,베네수엘라,203
2024,5,베네수엘라,181
2024,6,베네수엘라,143
2024,7,베네수엘라,158
2024,8,베네수엘라,186
2024,9,베네수엘라,213
2024,10,베네수엘라,234
2024,11,베네수엘라,153
2024,12,베네수엘라,107
2023,1,베트남,27923
2023,2,베트남,42146
2023,3,베트남,45663
2023,4,베트남,47018
2023,5,베트남,35477
2023,6,베트남,41756
2023,7,베트남,44765
2023,8,베트남,47247
2023,9,베트남,42858
2023,10,베트남,51618
2023,11,베트남,41625
2023,12,베트남,36251
2024,1,베트남,25649
2024,2,베트남,50654
2024,3,베트남,61665
2024,4,베트남,61110
2024,5,베트남,45148
2024,6,베트남,53370
2024,7,베트남,51617
2024,8,베트남,54654
2024,9,베트남,51746
2024,10,베트남,54304
2024,11,베트남,45653
2024,12,베트남,40892
2023,1,벨기에,640
2023,2,벨기에,735
2023,3,벨기에,1204
2023,4,벨기에,1821
2023,5,벨기에,1481
2023,6,벨기에,1117
2023,7,벨기에,2777
2023,8,벨기에,1461
2023,9,벨기에,1840
2023,10,벨기에,1864
2023,11,벨기에,1326
2023,12,벨기에,900
2024,1,벨기에,725
2024,2,벨기에,890
2024,3,벨기에,1636
2024,4,벨기에,2456
2024,5,벨기에,1894
2024,6,벨기에,1403
2024,7,벨기에,2012
2024,8,벨기에,1804
2024,9,벨기에,2238
2024,10,벨기에,2358
2024,11,벨기에,1511
2024,12,벨기에,1035
2023,1,벨로루시,92
2023,2,벨로루시,100
2023,3,벨로루시,104
2023,4,벨로루시,131
2023,5,벨로루시,155
2023,6,벨로루시,109
2023,7,벨로루시,118
2023,8,벨로루시,185
2023,9,벨로루시,146
2023,10,벨로루시,152
2023,11,벨로루시,146
2023,12,벨로루시,78
2024,1,벨로루시,125
2024,2,벨로루시,103
2024,3,벨로루시,234
2024,4,벨로루시,192
2024,5,벨로루시,175
2024,6,벨로루시,150
2024,7,벨로루시,156
2024,8,벨로루시,214
2024,9,벨로루시,244
2024,10,벨로루시,235
2024,11,벨로루시,150
2024,12,벨로루시,122
2023,1,벨리즈,1
2023,2,벨리즈,5
2023,3,벨리즈,2
2023,4,벨리즈,6
2023,5,벨리즈,6
2023,6,벨리즈,5
2023,7,벨리즈,22
2023,8,벨리즈,7
2023,9,벨리즈,3
2023,10,벨리즈,16
2023,11,벨리즈,10
2023,12,벨리즈,1
2024,1,벨리즈,1
2024,2,벨리즈,8
2024,3,벨리즈,11
2024,4,벨리즈,5
2024,5,벨리즈,1
2024,6,벨리즈,10
2024,7,벨리즈,10
2024,8,벨리즈,6
2024,9,벨리즈,4
2024,10,벨리즈,5
2024,11,벨리즈,11
2024,12,벨리즈,3
2023,1,보스니아,10
2023,2,보스니아,10
2023,3,보스니아,33
2023,4,보스니아,46
2023,5,보스니아,20
2023,6,보스니아,16
2023,7,보스니아,15
2023,8,보스니아,12
2023,9,보스니아,12
2023,10,보스니아,21
2023,11,보스니아,20
2023,12,보스니아,14
2024,1,보스니아,7
2024,2,보스니아,13
2024,3,보스니아,51
2024,4,보스니아,41
2024,5,보스니아,20
2024,6,보스니아,15
2024,7,보스니아,8
2024,8,보스니아,16
2024,9,보스니아,19
2024,10,보스니아,15
2024,11,보스니아,9
2024,12,보스니아,15
2023,1,보츠와나,4
2023,2,보츠와나,7
2023,3,보츠와나,5
2023,4,보츠와나,24
2023,5,보츠와나,15
2023,6,보츠와나,20
2023,7,보츠와나,43
2023,8,보츠와나,26
2023,9,보츠와나,21
2023,10,보츠와나,17
2023,11,보츠와나,5
2023,12,보츠와나,13
2024,1,보츠와나,11
2024,2,보츠와나,20
2024,3,보츠와나,26
2024,4,보츠와나,29
2024,5,보츠와나,45
2024,6,보츠와나,48
2024,7,보츠와나,19
2024,8,보츠와나,23
2024,9,보츠와나,29
2024,10,보츠와나,39
2024,11,보츠와나,10
2024,12,보츠와나,12
2023,1,볼리비아,13
2023,2,볼리비아,23
2023,3,볼리비아,41
2023,4,볼리비아,31
2023,5,볼리비아,37
2023,6,볼리비아,41
2023,7,볼리비아,89
2023,8,볼리비아,92
2023,9,볼리비아,33
2023,10,볼리비아,69
2023,11,볼리비아,28
2023,12,볼리비아,27
2024,1,볼리비아,51
2024,2,볼리비아,23
2024,3,볼리비아,26
2024,4,볼리비아,59
2024,5,볼리비아,31
2024,6,볼리비아,56
2024,7,볼리비아,26
2024,8,볼리비아,68
2024,9,볼리비아,95
2024,10,볼리비아,45
2024,11,볼리비아,44
2024,12,볼리비아,38
2023,1,부룬디,16
2023,2,부룬디,29
2023,3,부룬디,48
2023,4,부룬디,12
2023,5,부룬디,13
2023,6,부룬디,28
2023,7,부룬디,34
2023,8,부룬디,51
2023,9,부룬디,57
2023,10,부룬디,15
2023,11,부룬디,3
2023,12,부룬디,3
2024,1,부룬디,26
2024,2,부룬디,79
2024,3,부룬디,70
2024,4,부룬디,18
2024,5,부룬디,25
2024,6,부룬디,22
2024,7,부룬디,20
2024,8,부룬디,71
2024,9,부룬디,55
2024,10,부룬디,18
2024,11,부룬디,11
2024,12,부룬디,17
2023,1,부르키나파소,6
2023,2,부르키나파소,3
2023,3,부르키나파소,5
2023,4,부르키나파소,7
2023,5,부르키나파소,11
2023,6,부르키나파소,11
2023,7,부르키나파소,32
2023,8,부르키나파소,15
2023,9,부르키나파소,13
2023,10,부르키나파소,12
2023,11,부르키나파소,10
2023,12,부르키나파소,2
2024,1,부르키나파소,2
2024,2,부르키나파소,9
2024,3,부르키나파소,11
2024,4,부르키나파소,6
2024,5,부르키나파소,10
2024,6,부르키나파소,11
2024,7,부르키나파소,10
2024,8,부르키나파소,11
2024,9,부르키나파소,31
2024,10,부르키나파소,9
2024,11,부르키나파소,10
2024,12,부르키나파소,7
2023,1,부탄,10
2023,2,부탄,14
2023,3,부탄,26
2023,4,부탄,28
2023,5,부탄,55
2023,6,부탄,58
2023,7,부탄,37
2023,8,부탄,49
2023,9,부탄,38
2023,10,부탄,47
2023,11,부탄,31
2023,12,부탄,38
2024,1,부탄,31
2024,2,부탄,28
2024,3,부탄,55
2024,4,부탄,51
2024,5,부탄,91
2024,6,부탄,59
2024,7,부탄,29
2024,8,부탄,47
2024,9,부탄,77
2024,10,부탄,82
2024,11,부탄,91
2024,12,부탄,32
2023,1,불가리아,169
2023,2,불가리아,154
2023,3,불가리아,366
2023,4,불가리아,611
2023,5,불가리아,491
2023,6,불가리아,386
2023,7,불가리아,367
2023,8,불가리아,366
2023,9,불가리아,539
2023,10,불가리아,571
2023,11,불가리아,373
2023,12,불가리아,245
2024,1,불가리아,278
2024,2,불가리아,271
2024,3,불가리아,998
2024,4,불가리아,812
2024,5,불가리아,517
2024,6,불가리아,474
2024,7,불가리아,423
2024,8,불가리아,549
2024,9,불가리아,694
2024,10,불가리아,772
2024,11,불가리아,451
2024,12,불가리아,360
2023,1,브라질,1155
2023,2,브라질,1054
2023,3,브라질,1636
2023,4,브라질,2205
2023,5,브라질,2101
2023,6,브라질,1499
2023,7,브라질,2979
2023,8,브라질,2006
2023,9,브라질,1957
2023,10,브라질,2863
2023,11,브라질,2208
2023,12,브라질,1733
2024,1,브라질,1937
2024,2,브라질,1721
2024,3,브라질,3080
2024,4,브라질,3589
2024,5,브라질,3072
2024,6,브라질,2483
2024,7,브라질,2752
2024,8,브라질,2490
2024,9,브라질,2831
2024,10,브라질,4219
2024,11,브라질,3183
2024,12,브라질,2646
2023,1,브루나이,304
2023,2,브루나이,392
2023,3,브루나이,271
2023,4,브루나이,601
2023,5,브루나이,418
2023,6,브루나이,413
2023,7,브루나이,396
2023,8,브루나이,591
2023,9,브루나이,342
2023,10,브루나이,573
2023,11,브루나이,702
2023,12,브루나이,1754
2024,1,브루나이,484
2024,2,브루나이,493
2024,3,브루나이,548
2024,4,브루나이,708
2024,5,브루나이,449
2024,6,브루나이,387
2024,7,브루나이,353
2024,8,브루나이,607
2024,9,브루나이,406
2024,10,브루나이,598
2024,11,브루나이,787
2024,12,브루나이,1465
2023,1,사모아,2
2023,2,사모아,4
2023,3,사모아,17
2023,4,사모아,8
2023,5,사모아,42
2023,6,사모아,27
2023,7,사모아,27
2023,8,사모아,50
2023,9,사모아,31
2023,10,사모아,43
2023,11,사모아,24
2023,12,사모아,6
2024,1,사모아,2
2024,2,사모아,4
2024,3,사모아,33
2024,4,사모아,87
2024,5,사모아,66
2024,6,사모아,23
2024,7,사모아,14
2024,8,사모아,32
2024,9,사모아,62
2024,10,사모아,36
2024,11,사모아,49
2024,12,사모아,5
2023,1,사우디아라비아,549
2023,2,사우디아라비아,658
2023,3,사우디아라비아,1405
2023,4,사우디아라비아,1251
2023,5,사우디아라비아,1822
2023,6,사우디아라비아,1711
2023,7,사우디아라비아,2550
2023,8,사우디아라비아,1463
2023,9,사우디아라비아,1525
2023,10,사우디아라비아,1636
2023,11,사우디아라비아,1960
2023,12,사우디아라비아,1229
2024,1,사우디아라비아,1145
2024,2,사우디아라비아,1278
2024,3,사우디아라비아,635
2024,4,사우디아라비아,2389
2024,5,사우디아라비아,1926
2024,6,사우디아라비아,3866
2024,7,사우디아라비아,3395
2024,8,사우디아라비아,1596
2024,9,사우디아라비아,1638
2024,10,사우디아라비아,1798
2024,11,사우디아라비아,2502
2024,12,사우디아라비아,959
2023,1,산마리노,1
2023,5,산마리노,4
2023,7,산마리노,15
2023,8,산마리노,1
2023,9,산마리노,1
2023,10,산마리노,2
2023,11,산마리노,3
2024,3,산마리노,3
2024,5,산마리노,3
2024,7,산마리노,1
2024,8,산마리노,2
2024,9,산마리노,8
2024,10,산마리노,4
2024,12,산마리노,2
2023,5,상투메프린시페,1
2023,6,상투메프린시페,2
2023,7,상투메프린시페,8
2023,9,상투메프린시페,8
2024,6,상투메프린시페,12
2023,1,세네갈,14
2023,2,세네갈,23
2023,3,세네갈,20
2023,4,세네갈,18
2023,5,세네갈,69
2023,6,세네갈,26
2023,7,세네갈,48
2023,8,세네갈,45
2023,9,세네갈,47
2023,10,세네갈,128
2023,11,세네갈,45
2023,12,세네갈,13
2024,1,세네갈,32
2024,2,세네갈,15
2024,3,세네갈,33
2024,4,세네갈,35
2024,5,세네갈,39
2024,6,세네갈,52
2024,7,세네갈,50
2024,8,세네갈,32
2024,9,세네갈,79
2024,10,세네갈,61
2024,11,세네갈,45
2024,12,세네갈,25
2023,1,세르비아,5
2023,2,세르비아,4
2023,3,세르비아,4
2023,4,세르비아,5
2023,5,세르비아,9
2023,6,세르비아,10
2023,7,세르비아,28
2023,8,세르비아,10
2023,9,세르비아,32
2023,10,세르비아,7
2023,11,세르비아,5
2023,12,세르비아,6
2024,1,세르비아,16
2024,2,세르비아,7
2024,3,세르비아,5
2024,4,세르비아,14
2024,5,세르비아,11
2024,6,세르비아,11
2024,7,세르비아,7
2024,8,세르비아,11
2024,9,세르비아,43
2024,10,세르비아,14
2024,11,세르비아,11
2024,12,세르비아,10
2023,1,세이셸,2
2023,2,세이셸,10
2023,3,세이셸,6
2023,4,세이셸,6
2023,5,세이셸,10
2023,6,세이셸,10
2023,7,세이셸,4
2023,8,세이셸,13
2023,9,세이셸,14
2023,10,세이셸,17
2023,11,세이셸,2
2023,12,세이셸,3
2024,1,세이셸,5
2024,2,세이셸,4
2024,3,세이셸,9
2024,4,세이셸,9
2024,5,세이셸,5
2024,6,세이셸,28
2024,7,세이셸,10
2024,8,세이셸,8
2024,9,세이셸,10
2024,10,세이셸,2
2024,11,세이셸,7
2024,12,세이셸,9
2023,1,세인트루시아,5
2023,2,세인트루시아,4
2023,3,세인트루시아,23
2023,4,세인트루시아,31
2023,5,세인트루시아,22
2023,6,세인트루시아,27
2023,7,세인트루시아,41
2023,8,세인트루시아,10
2023,9,세인트루시아,18
2023,10,세인트루시아,19
2023,11,세인트루시아,20
2023,12,세인트루시아,8
2024,1,세인트루시아,5
2024,2,세인트루시아,8
2024,3,세인트루시아,39
2024,4,세인트루시아,33
2024,5,세인트루시아,34
2024,6,세인트루시아,25
2024,7,세인트루시아,24
2024,8,세인트루시아,22
2024,9,세인트루시아,19
2024,10,세인트루시아,42
2024,11,세인트루시아,26
2024,12,세인트루시아,12
2023,1,세인트빈센트그레나딘,3
2023,2,세인트빈센트그레나딘,7
2023,3,세인트빈센트그레나딘,4
2023,4,세인트빈센트그레나딘,13
2023,5,세인트빈센트그레나딘,10
2023,6,세인트빈센트그레나딘,7
2023,7,세인트빈센트그레나딘,26
2023,8,세인트빈센트그레나딘,2
2023,9,세인트빈센트그레나딘,7
2023,10,세인트빈센트그레나딘,19
2023,11,세인트빈센트그레나딘,14
2024,2,세인트빈센트그레나딘,1
2024,3,세인트빈센트그레나딘,70
2024,4,세인트빈센트그레나딘,18
2024,5,세인트빈센트그레나딘,9
2024,6,세인트빈센트그레나딘,17
2024,7,세인트빈센트그레나딘,11
2024,8,세인트빈센트그레나딘,26
2024,9,세인트빈센트그레나딘,16
2024,10,세인트빈센트그레나딘,22
2024,11,세인트빈센트그레나딘,6
2024,12,세인트빈센트그레나딘,1
2023,1,세인트크리스토퍼네비스,21
2023,2,세인트크리스토퍼네비스,29
2023,3,세인트크리스토퍼네비스,48
2023,4,세인트크리스토퍼네비스,51
2023,5,세인트크리스토퍼네비스,46
2023,6,세인트크리스토퍼네비스,57
2023,7,세인트크리스토퍼네비스,61
2023,8,세인트크리스토퍼네비스,63
2023,9,세인트크리스토퍼네비스,54
2023,10,세인트크리스토퍼네비스,63
2023,11,세인트크리스토퍼네비스,43
2023,12,세인트크리스토퍼네비스,45
2024,1,세인트크리스토퍼네비스,51
2024,2,세인트크리스토퍼네비스,37
2024,3,세인트크리스토퍼네비스,71
2024,4,세인트크리스토퍼네비스,82
2024,5,세인트크리스토퍼네비스,49
2024,6,세인트크리스토퍼네비스,66
2024,7,세인트크리스토퍼네비스,72
2024,8,세인트크리스토퍼네비스,68
2024,9,세인트크리스토퍼네비스,57
2024,10,세인트크리스토퍼네비스,75
2024,11,세인트크리스토퍼네비스,58
2024,12,세인트크리스토퍼네비스,55
2023,1,소말리아,5
2023,2,소말리아,3
2023,3,소말리아,3
2023,4,소말리아,1
2023,5,소말리아,3
2023,6,소말리아,1
2023,7,소말리아,10
2023,8,소말리아,7
2023,9,소말리아,6
2023,10,소말리아,3
2023,11,소말리아,4
2023,12,소말리아,2
2024,1,소말리아,6
2024,2,소말리아,3
2024,3,소말리아,1
2024,4,소말리아,2
2024,5,소말리아,8
2024,6,소말리아,16
2024,7,소말리아,4
2024,8,소말리아,7
2024,9,소말리아,4
2024,10,소말리아,7
2024,11,소말리아,5
2023,1,솔로몬군도,2
2023,2,솔로몬군도,2
2023,3,솔로몬군도,6
2023,4,솔로몬군도,6
2023,5,솔로몬군도,26
2023,6,솔로몬군도,6
2023,7,솔로몬군도,6
2023,8,솔로몬군도,6
2023,9,솔로몬군도,14
2023,10,솔로몬군도,12
2023,11,솔로몬군도,7
2023,12,솔로몬군도,3
2024,1,솔로몬군도,7
2024,2,솔로몬군도,5
2024,3,솔로몬군도,8
2024,4,솔로몬군도,9
2024,5,솔로몬군도,7
2024,6,솔로몬군도,9
2024,7,솔로몬군도,38
2024,8,솔로몬군도,18
2024,9,솔로몬군도,14
2024,10,솔로몬군도,17
2024,11,솔로몬군도,13
2024,12,솔로몬군도,4
2023,1,수단,50
2023,2,수단,55
2023,3,수단,69
2023,4,수단,18
2023,5,수단,24
2023,6,수단,14
2023,7,수단,22
2023,8,수단,33
2023,9,수단,26
2023,10,수단,34
2023,11,수단,38
2023,12,수단,27
2024,1,수단,20
2024,2,수단,22
2024,3,수단,35
2024,4,수단,38
2024,5,수단,31
2024,6,수단,34
2024,7,수단,47
2024,8,수단,44
2024,9,수단,55
2024,10,수단,29
2024,11,수단,43
2024,12,수단,17
2023,1,수리남,1
2023,2,수리남,10
2023,3,수리남,4
2023,4,수리남,6
2023,5,수리남,3
2023,6,수리남,7
2023,7,수리남,3
2023,8,수리남,13
2023,9,수리남,28
2023,10,수리남,10
2023,11,수리남,8
2023,12,수리남,4
2024,1,수리남,1
2024,2,수리남,9
2024,3,수리남,9
2024,4,수리남,10
2024,5,수리남,8
2024,6,수리남,7
2024,7,수리남,11
2024,8,수리남,5
2024,9,수리남,14
2024,10,수리남,16
2024,11,수리남,5
2024,12,수리남,7
2023,1,스리랑카,1543
2023,2,스리랑카,1678
2023,3,스리랑카,2044
2023,4,스리랑카,1362
2023,5,스리랑카,1897
2023,6,스리랑카,1842
2023,7,스리랑카,1633
2023,8,스리랑카,2004
2023,9,스리랑카,2233
2023,10,스리랑카,2098
2023,11,스리랑카,1309
2023,12,스리랑카,2232
2024,1,스리랑카,2343
2024,2,스리랑카,2361
2024,3,스리랑카,2476
2024,4,스리랑카,2032
2024,5,스리랑카,2808
2024,6,스리랑카,2018
2024,7,스리랑카,2414
2024,8,스리랑카,3020
2024,9,스리랑카,2859
2024,10,스리랑카,2052
2024,11,스리랑카,2045
2024,12,스리랑카,1870
2023,1,스웨덴,721
2023,2,스웨덴,706
2023,3,스웨덴,1393
2023,4,스웨덴,1872
2023,5,스웨덴,1459
2023,6,스웨덴,1925
2023,7,스웨덴,3654
2023,8,스웨덴,1347
2023,9,스웨덴,1622
2023,10,스웨덴,2072
2023,11,스웨덴,1452
2023,12,스웨덴,1076
2024,1,스웨덴,1119
2024,2,스웨덴,934
2024,3,스웨덴,1912
2024,4,스웨덴,2245
2024,5,스웨덴,1741
2024,6,스웨덴,2342
2024,7,스웨덴,1876
2024,8,스웨덴,1477
2024,9,스웨덴,1993
2024,10,스웨덴,2411
2024,11,스웨덴,1683
2024,12,스웨덴,1505
2023,1,스위스,573
2023,2,스위스,726
2023,3,스위스,1626
2023,4,스위스,2742
2023,5,스위스,1704
2023,6,스위스,1359
2023,7,스위스,3510
